,open,high,low,close,adjclose,volume
2022-05-24,3482.35009765625,3482.35009765625,3370.0,3384.800048828125,3384.800048828125,421
2022-05-25,3431.60009765625,3435.0,3262.5,3299.800048828125,3299.800048828125,636
2022-05-26,3291.5,3383.39990234375,3139.25,3266.5,3266.5,926
2022-05-27,3300.0,3400.0,3227.89990234375,3316.39990234375,3316.39990234375,904
2022-05-30,3340.75,3530.0,3340.75,3499.75,3499.75,2315
2022-05-31,3499.75,3522.699951171875,3436.699951171875,3469.199951171875,3469.199951171875,525
2022-06-01,3476.0,3510.0,3444.75,3467.64990234375,3467.64990234375,600
2022-06-02,3429.75,3496.949951171875,3422.550048828125,3480.60009765625,3480.60009765625,264
2022-06-03,3532.75,3544.449951171875,3442.050048828125,3450.199951171875,3450.199951171875,1107
2022-06-06,3352.0,3530.0,3352.0,3471.60009765625,3471.60009765625,713
2022-06-07,3451.699951171875,3500.0,3450.0,3466.89990234375,3466.89990234375,194
2022-06-08,3518.85009765625,3530.0,3415.14990234375,3481.800048828125,3481.800048828125,480
2022-06-09,3519.0,3530.050048828125,3401.0,3491.60009765625,3491.60009765625,412
2022-06-10,3480.0,3500.0,3450.0,3465.199951171875,3465.199951171875,231
2022-06-13,3363.35009765625,3424.75,3260.0,3308.10009765625,3308.10009765625,688
2022-06-14,3357.60009765625,3379.89990234375,3294.10009765625,3315.39990234375,3315.39990234375,520
2022-06-15,3322.449951171875,3380.0,3259.14990234375,3297.5,3297.5,201
2022-06-16,3303.0,3374.949951171875,3141.0,3176.949951171875,3176.949951171875,343
2022-06-17,3170.0,3177.449951171875,2970.89990234375,3044.300048828125,3044.300048828125,1372
2022-06-20,3070.10009765625,3102.5,2820.89990234375,2892.949951171875,2892.949951171875,1175
2022-06-21,2874.64990234375,3105.0,2874.64990234375,3099.800048828125,3099.800048828125,2198
2022-06-22,3194.0,3194.0,2990.0,3007.60009765625,3007.60009765625,597
2022-06-23,3047.550048828125,3087.300048828125,2990.050048828125,3023.050048828125,3023.050048828125,378
2022-06-24,3047.699951171875,3230.0,3047.699951171875,3170.64990234375,3170.64990234375,1674
2022-06-27,3218.0,3275.0,3212.0,3235.449951171875,3235.449951171875,554
2022-06-28,3220.85009765625,3233.14990234375,3180.10009765625,3216.39990234375,3216.39990234375,138
2022-06-29,3117.14990234375,3200.0,3111.10009765625,3165.89990234375,3165.89990234375,482
2022-06-30,3191.800048828125,3240.0,3104.0,3116.550048828125,3116.550048828125,1049
2022-07-01,3144.300048828125,3229.89990234375,3130.0,3213.85009765625,3213.85009765625,510
2022-07-04,3269.949951171875,3269.949951171875,3168.050048828125,3191.85009765625,3191.85009765625,195
2022-07-05,3193.39990234375,3256.5,3150.0,3194.89990234375,3194.89990234375,431
2022-07-06,3195.0,3231.0,3137.199951171875,3199.75,3199.75,358
2022-07-07,3162.050048828125,3310.0,3162.050048828125,3274.050048828125,3274.050048828125,642
2022-07-08,3300.0,3301.050048828125,3235.0,3251.550048828125,3251.550048828125,229
2022-07-11,3251.550048828125,3368.0,3210.0,3341.25,3341.25,628
2022-07-12,3330.0,3370.0,3252.449951171875,3315.25,3315.25,542
2022-07-13,3363.300048828125,3408.0,3271.0,3388.800048828125,3388.800048828125,946
2022-07-14,3388.800048828125,3394.949951171875,3336.699951171875,3379.39990234375,3379.39990234375,141
2022-07-15,3377.35009765625,3379.0,3301.25,3341.5,3341.5,276
2022-07-18,3389.89990234375,3391.550048828125,3340.0,3368.75,3368.75,459
2022-07-19,3339.75,3385.0,3339.75,3356.64990234375,3356.64990234375,87
2022-07-20,3380.0,3441.85009765625,3360.0,3382.60009765625,3382.60009765625,487
2022-07-21,3398.89990234375,3409.949951171875,3300.0,3347.25,3347.25,1023
2022-07-22,3397.0,3397.0,3277.10009765625,3305.25,3305.25,695
2022-07-25,3354.0,3354.0,3227.60009765625,3283.39990234375,3283.39990234375,837
2022-07-26,3208.0,3349.0,3208.0,3324.699951171875,3324.699951171875,544
2022-07-27,3226.050048828125,3394.0,3226.050048828125,3321.449951171875,3321.449951171875,383
2022-07-28,3261.0,3405.0,3261.0,3365.35009765625,3365.35009765625,553
2022-07-29,3498.0,3505.0,3350.0,3465.14990234375,3465.14990234375,811
2022-08-01,3467.0,3514.89990234375,3400.14990234375,3501.14990234375,3501.14990234375,577
2022-08-02,3589.0,3589.0,3458.0,3503.85009765625,3503.85009765625,617
2022-08-03,3520.550048828125,3575.0,3440.85009765625,3488.25,3488.25,739
2022-08-04,3538.25,3557.949951171875,3430.0,3472.5,3472.5,1572
2022-08-05,3514.10009765625,3541.949951171875,3431.0,3460.699951171875,3460.699951171875,357
2022-08-08,3500.0,3579.0,3460.300048828125,3498.199951171875,3498.199951171875,301
2022-08-10,3568.14990234375,3606.550048828125,3501.25,3513.64990234375,3513.64990234375,307
2022-08-11,3554.64990234375,3600.0,3461.25,3537.199951171875,3537.199951171875,715
2022-08-12,3537.60009765625,3600.0,3509.35009765625,3534.35009765625,3534.35009765625,365
2022-08-16,3534.35009765625,3593.0,3500.0,3559.89990234375,3559.89990234375,343
2022-08-17,3559.75,3665.0,3525.39990234375,3645.550048828125,3645.550048828125,1457
2022-08-18,3644.449951171875,3666.75,3601.0,3616.699951171875,3616.699951171875,593
2022-08-19,3662.64990234375,3699.0,3590.0,3619.5,3619.5,501
2022-08-22,3619.0,3619.0,3511.25,3538.949951171875,3538.949951171875,266
2022-08-23,3558.949951171875,3662.949951171875,3539.0,3645.60009765625,3645.60009765625,270
2022-08-24,3601.85009765625,3649.75,3551.199951171875,3589.89990234375,3589.89990234375,235
2022-08-25,3636.25,3647.949951171875,3559.949951171875,3563.449951171875,3563.449951171875,213
2022-08-26,3616.85009765625,3649.0,3556.85009765625,3616.75,3616.75,745
2022-08-29,3501.050048828125,3629.949951171875,3501.050048828125,3582.85009765625,3582.85009765625,647
2022-08-30,3573.800048828125,3642.449951171875,3573.800048828125,3614.550048828125,3614.550048828125,302
2022-09-01,3645.449951171875,3689.89990234375,3590.0,3601.300048828125,3601.300048828125,416
2022-09-02,3643.85009765625,3698.89990234375,3599.050048828125,3637.050048828125,3637.050048828125,545
2022-09-05,3688.449951171875,3718.199951171875,3601.300048828125,3630.300048828125,3630.300048828125,655
2022-09-06,3676.0,3700.10009765625,3619.699951171875,3634.5,3634.5,620
2022-09-07,3680.0,3699.0,3575.050048828125,3615.0,3615.0,674
2022-09-08,3669.14990234375,3679.949951171875,3623.85009765625,3646.5,3646.5,481
2022-09-09,3646.5,3700.0,3629.699951171875,3644.75,3644.75,823
2022-09-12,3644.75,3703.0,3633.0,3692.550048828125,3692.550048828125,714
2022-09-13,3663.300048828125,3800.050048828125,3641.0,3737.60009765625,3737.60009765625,5270
2022-09-14,3740.0,4485.10009765625,3683.14990234375,4485.10009765625,4485.10009765625,31970
2022-09-15,4700.0,5242.0,4695.0,4782.25,4782.25,103590
2022-09-16,4790.0,4790.0,4516.35009765625,4640.2998046875,4640.2998046875,16740
2022-09-19,4700.0,4778.0,4515.64990234375,4590.39990234375,4590.39990234375,6198
2022-09-20,4605.2001953125,4743.2001953125,4402.7001953125,4450.64990234375,4450.64990234375,4629
2022-09-21,4410.0,4546.5498046875,4250.0,4278.35009765625,4278.35009765625,3038
2022-09-22,4231.0,4345.0,4188.2998046875,4228.35009765625,4228.35009765625,2492
2022-09-23,4226.35009765625,4283.2998046875,3999.89990234375,4005.89990234375,4005.89990234375,2866
2022-09-26,4005.89990234375,4775.0,3828.14990234375,4627.14990234375,4627.14990234375,37463
2022-09-27,4545.0,4765.7998046875,4450.0,4533.60009765625,4533.60009765625,20437
2022-09-28,4550.0,4600.0,4300.0,4349.85009765625,4349.85009765625,7786
2022-09-29,4415.10009765625,4432.5,4140.0,4175.7001953125,4175.7001953125,6983
2022-09-30,4135.64990234375,4513.14990234375,4135.64990234375,4261.60009765625,4261.60009765625,11639
2022-10-03,4261.60009765625,4499.0,4201.0,4273.0,4273.0,3452
2022-10-04,4282.0,4489.85009765625,4246.0498046875,4312.25,4312.25,2687
2022-10-06,4277.0,4439.89990234375,4277.0,4310.7998046875,4310.7998046875,3069
2022-10-07,4373.0,4378.4501953125,4252.10009765625,4281.75,4281.75,2642
2022-10-10,4217.5,4272.89990234375,4137.39990234375,4200.89990234375,4200.89990234375,1239
2022-10-11,4150.0,4280.0,4051.0,4136.2001953125,4136.2001953125,2971
2022-10-12,4198.14990234375,4198.9501953125,4022.0,4077.449951171875,4077.449951171875,1797
2022-10-13,4138.5498046875,4149.85009765625,3968.300048828125,4018.14990234375,4018.14990234375,1768
2022-10-14,4098.4501953125,4143.9501953125,4042.0,4066.75,4066.75,1551
2022-10-17,4103.0,4106.5498046875,4000.0,4018.449951171875,4018.449951171875,970
2022-10-18,4020.0,4074.949951171875,3970.0,3996.85009765625,3996.85009765625,1305
2022-10-19,3966.64990234375,4062.89990234375,3966.0,3994.949951171875,3994.949951171875,866
2022-10-20,3996.949951171875,4019.949951171875,3916.60009765625,3977.60009765625,3977.60009765625,685
2022-10-21,3926.0,4045.89990234375,3926.0,3986.5,3986.5,642
2022-10-24,4046.0,4199.9501953125,3941.050048828125,3979.14990234375,3979.14990234375,357
2022-10-25,3982.449951171875,4090.0,3853.35009765625,3998.800048828125,3998.800048828125,618
2022-10-27,4058.75,4444.89990234375,4058.75,4294.75,4294.75,16887
2022-10-28,4270.0,4399.0,4156.7001953125,4256.14990234375,4256.14990234375,6460
2022-10-31,4257.0,4345.0,4205.0,4220.89990234375,4220.89990234375,1210
2022-11-01,4220.0,4266.75,4149.0498046875,4168.60009765625,4168.60009765625,1671
2022-11-02,4208.60009765625,4274.0,4152.0,4172.35009765625,4172.35009765625,807
2022-11-03,4150.0498046875,4243.2001953125,4150.0498046875,4208.2001953125,4208.2001953125,770
2022-11-04,4168.0,4484.0,4168.0,4348.2998046875,4348.2998046875,10629
2022-11-07,4400.0,4544.0,4400.0,4455.2998046875,4455.2998046875,4244
2022-11-09,4491.0,4550.4501953125,4341.60009765625,4380.39990234375,4380.39990234375,2391
2022-11-10,4499.9501953125,4535.9501953125,4205.0,4232.89990234375,4232.89990234375,2734
2022-11-11,4299.0,4360.4501953125,4265.0,4308.39990234375,4308.39990234375,1381
2022-11-14,4300.0,4337.9501953125,4293.0498046875,4304.25,4304.25,448
2022-11-15,4251.0,4444.0,4251.0,4357.35009765625,4357.35009765625,2267
2022-11-16,4390.0,4409.9501953125,4242.2001953125,4291.10009765625,4291.10009765625,1072
2022-11-17,4250.0,4274.85009765625,4176.0,4266.25,4266.25,385
2022-11-18,4370.75,4370.75,4205.25,4228.2001953125,4228.2001953125,586
2022-11-21,4232.0,4232.0,4100.0498046875,4126.35009765625,4126.35009765625,798
2022-11-22,4228.9501953125,4228.9501953125,4094.199951171875,4129.75,4129.75,656
2022-11-23,4221.0,4221.0,4139.5498046875,4160.9501953125,4160.9501953125,340
2022-11-24,4221.0,4221.0,4130.0,4143.60009765625,4143.60009765625,475
2022-11-25,4144.10009765625,4221.9501953125,4120.0,4138.9501953125,4138.9501953125,915
2022-11-28,4170.9501953125,4179.9501953125,4127.7998046875,4143.39990234375,4143.39990234375,417
2022-11-29,4145.0,4300.0,4145.0,4244.2998046875,4244.2998046875,1292
2022-11-30,4250.0,4343.0,4250.0,4287.60009765625,4287.60009765625,880
2022-12-01,4342.0,4425.0,4278.14990234375,4399.0498046875,4399.0498046875,1587
2022-12-02,4450.0,4450.0,4310.10009765625,4354.75,4354.75,1040
2022-12-05,4354.75,4429.9501953125,4350.0,4413.7001953125,4413.7001953125,1146
2022-12-06,4446.0,4446.0,4357.4501953125,4364.10009765625,4364.10009765625,536
2022-12-07,4417.9501953125,4424.9501953125,4250.0,4268.2001953125,4268.2001953125,911
2022-12-08,4344.89990234375,4344.89990234375,4300.0,4327.89990234375,4327.89990234375,201
2022-12-09,4367.9501953125,4397.89990234375,4251.60009765625,4270.0,4270.0,641
2022-12-12,4286.64990234375,4325.0,4256.14990234375,4314.14990234375,4314.14990234375,333
2022-12-13,4327.0,4346.9501953125,4297.0,4339.85009765625,4339.85009765625,736
2022-12-14,4375.0,4439.85009765625,4300.10009765625,4401.9501953125,4401.9501953125,2192
2022-12-15,4385.64990234375,4459.0,4245.0,4265.60009765625,4265.60009765625,2130
2022-12-16,4315.9501953125,4374.89990234375,4114.0498046875,4161.39990234375,4161.39990234375,1370
2022-12-19,4141.10009765625,4255.9501953125,4141.10009765625,4195.85009765625,4195.85009765625,851
2022-12-20,4195.0,4245.7001953125,4182.39990234375,4204.14990234375,4204.14990234375,280
2022-12-21,4240.0,4281.7998046875,4120.10009765625,4197.0498046875,4197.0498046875,1230
2022-12-22,4105.0,4239.9501953125,4050.0,4083.550048828125,4083.550048828125,829
2022-12-23,4030.0,4079.0,3998.449951171875,4000.60009765625,4000.60009765625,2493
2022-12-26,4015.0,4144.9501953125,4015.0,4113.35009765625,4113.35009765625,309
2022-12-27,4130.9501953125,4339.9501953125,4130.9501953125,4233.89990234375,4233.89990234375,2099
2022-12-28,4240.0,4328.7001953125,4200.0,4308.25,4308.25,731
2022-12-29,4250.0,4324.7001953125,4249.5,4312.7998046875,4312.7998046875,679
2022-12-30,4325.5,4449.0,4325.5,4356.2998046875,4356.2998046875,1280
2023-01-02,4350.25,4500.0,4339.14990234375,4416.60009765625,4416.60009765625,2402
2023-01-03,4445.0,4500.0,4400.0,4419.0498046875,4419.0498046875,1747
2023-01-04,4490.0,4490.0,4315.0,4327.2998046875,4327.2998046875,806
2023-01-05,4315.5,4408.7001953125,4315.5,4380.89990234375,4380.89990234375,946
2023-01-06,4377.4501953125,4402.60009765625,4271.35009765625,4293.35009765625,4293.35009765625,872
2023-01-09,4300.0,4359.9501953125,4277.35009765625,4282.0,4282.0,778
2023-01-10,4282.0,4318.9501953125,4255.0498046875,4298.2998046875,4298.2998046875,417
2023-01-11,4348.0,4349.89990234375,4252.5498046875,4303.9501953125,4303.9501953125,417
2023-01-12,4251.2001953125,4343.0,4251.2001953125,4330.0498046875,4330.0498046875,175
2023-01-13,4377.0,4377.0,4265.7001953125,4321.9501953125,4321.9501953125,460
2023-01-16,4321.9501953125,4328.9501953125,4260.0,4280.10009765625,4280.10009765625,159
2023-01-17,4280.10009765625,4292.9501953125,4207.0,4255.5498046875,4255.5498046875,382
2023-01-18,4255.5498046875,4300.0,4141.0,4200.64990234375,4200.64990234375,1043
2023-01-19,4269.0,4269.0,4180.0,4231.75,4231.75,395
2023-01-20,4172.7998046875,4193.0,4113.7001953125,4135.4501953125,4135.4501953125,496
2023-01-23,4132.0498046875,4194.0,4088.10009765625,4123.10009765625,4123.10009765625,505
2023-01-24,4150.0,4169.0,4109.9501953125,4118.7998046875,4118.7998046875,246
2023-01-25,4115.0,4120.0,3822.050048828125,4000.449951171875,4000.449951171875,1841
2023-01-27,4002.300048828125,4002.64990234375,3945.0,3979.199951171875,3979.199951171875,2806
2023-01-30,3979.85009765625,4002.050048828125,3870.0,3923.60009765625,3923.60009765625,516
2023-01-31,3989.550048828125,4098.0,3925.0,4023.25,4023.25,1246
2023-02-01,4060.0,4128.0,3905.14990234375,3935.300048828125,3935.300048828125,1292
2023-02-02,3949.14990234375,4058.89990234375,3945.199951171875,4003.10009765625,4003.10009765625,639
2023-02-03,4035.0,4049.949951171875,3915.449951171875,4006.89990234375,4006.89990234375,676
2023-02-06,4019.949951171875,4020.0,3950.14990234375,3960.85009765625,3960.85009765625,313
2023-02-07,3961.0,4001.75,3961.0,3991.0,3991.0,347
2023-02-08,3997.449951171875,4077.89990234375,3990.0,4008.949951171875,4008.949951171875,941
2023-02-09,3960.0,4055.0,3953.699951171875,4035.449951171875,4035.449951171875,577
2023-02-10,4002.35009765625,4041.050048828125,3961.10009765625,3977.10009765625,3977.10009765625,569
2023-02-13,4012.699951171875,4023.89990234375,3950.0,3951.85009765625,3951.85009765625,638
2023-02-14,3952.0,3965.89990234375,3933.300048828125,3945.39990234375,3945.39990234375,507
2023-02-15,3945.0,4039.949951171875,3945.0,3956.85009765625,3956.85009765625,499
2023-02-16,3950.5,3989.0,3945.0,3947.75,3947.75,1226
2023-02-17,3952.0,4000.0,3921.050048828125,3944.89990234375,3944.89990234375,467
2023-02-20,3960.800048828125,3960.800048828125,3912.550048828125,3930.550048828125,3930.550048828125,192
2023-02-21,3936.64990234375,4024.0,3925.0,3931.39990234375,3931.39990234375,560
2023-02-22,3940.39990234375,3997.300048828125,3900.0,3966.60009765625,3966.60009765625,587
2023-02-23,3915.0,4007.949951171875,3913.0,3925.300048828125,3925.300048828125,656
2023-02-24,3978.35009765625,3978.35009765625,3900.0,3904.89990234375,3904.89990234375,255
2023-02-27,3904.89990234375,3929.550048828125,3900.0,3904.60009765625,3904.60009765625,403
2023-02-28,3950.0,3950.0,3900.0,3901.89990234375,3901.89990234375,469
2023-03-01,3947.0,3947.0,3900.050048828125,3933.550048828125,3933.550048828125,137
2023-03-02,3928.449951171875,3976.35009765625,3905.0,3906.0,3906.0,209
2023-03-03,3907.10009765625,3971.0,3874.0,3916.85009765625,3916.85009765625,612
2023-03-06,3912.5,4029.949951171875,3900.0,3940.25,3940.25,1866
2023-03-08,3918.300048828125,3958.35009765625,3918.300048828125,3934.85009765625,3934.85009765625,345
2023-03-09,3943.699951171875,4010.0,3925.0,3937.25,3937.25,1198
2023-03-10,3904.0,3940.0,3802.10009765625,3919.89990234375,3919.89990234375,585
2023-03-13,3970.0,3970.0,3905.0,3905.10009765625,3905.10009765625,474
2023-03-14,3880.0,3932.949951171875,3880.0,3894.75,3894.75,696
2023-03-15,3948.39990234375,3948.39990234375,3885.0,3898.14990234375,3898.14990234375,460
2023-03-16,3952.0,3952.0,3812.050048828125,3838.300048828125,3838.300048828125,661
2023-03-17,3860.050048828125,3887.0,3800.050048828125,3859.199951171875,3859.199951171875,591
2023-03-20,3852.0,3852.0,3781.199951171875,3809.14990234375,3809.14990234375,463
2023-03-21,3807.14990234375,3861.14990234375,3807.14990234375,3817.300048828125,3817.300048828125,161
2023-03-22,3863.949951171875,3863.949951171875,3748.550048828125,3770.5,3770.5,332
2023-03-23,3839.0,3839.0,3740.0,3747.89990234375,3747.89990234375,435
2023-03-24,3780.0,3780.0,3681.0,3693.25,3693.25,577
2023-03-27,3743.0,3743.0,3695.0,3705.550048828125,3705.550048828125,946
2023-03-28,3681.0,3711.0,3681.0,3706.0,3706.0,363
2023-03-29,3715.0,3750.0,3708.050048828125,3730.14990234375,3730.14990234375,358
2023-03-31,3838.0,3860.0,3760.0,3837.300048828125,3837.300048828125,704
2023-04-03,3836.949951171875,3857.0,3807.050048828125,3825.89990234375,3825.89990234375,225
2023-04-05,3853.0,3899.949951171875,3805.0,3863.35009765625,3863.35009765625,455
2023-04-06,3889.699951171875,3911.89990234375,3802.60009765625,3854.39990234375,3854.39990234375,283
2023-04-10,3875.0,3983.85009765625,3875.0,3933.64990234375,3933.64990234375,1517
2023-04-11,3994.0,4043.800048828125,3872.0,4028.85009765625,4028.85009765625,1281
2023-04-12,4040.0,4110.0,3950.050048828125,4084.60009765625,4084.60009765625,1311
2023-04-13,4107.0,4175.0,4016.10009765625,4087.85009765625,4087.85009765625,974
2023-04-17,4098.0,4157.0,4094.300048828125,4144.10009765625,4144.10009765625,511
2023-04-18,4148.0,4156.4501953125,4083.0,4101.60009765625,4101.60009765625,300
2023-04-19,4140.0,4189.0,4110.0,4120.5498046875,4120.5498046875,1027
2023-04-20,4110.0,4157.7998046875,4060.550048828125,4080.300048828125,4080.300048828125,406
2023-04-21,4081.0,4119.0,4020.0,4025.199951171875,4025.199951171875,169
2023-04-24,4085.550048828125,4088.39990234375,3950.14990234375,3958.800048828125,3958.800048828125,593
2023-04-25,4018.14990234375,4750.5498046875,4018.14990234375,4476.2998046875,4476.2998046875,33011
2023-04-26,4430.0,4430.0,4282.64990234375,4309.39990234375,4309.39990234375,3199
2023-04-27,4309.39990234375,4350.0,4275.0,4312.89990234375,4312.89990234375,1553
2023-04-28,4349.9501953125,4384.7998046875,4302.2998046875,4339.14990234375,4339.14990234375,2318
2023-05-02,4404.14990234375,4404.14990234375,4300.0,4307.2001953125,4307.2001953125,1531
2023-05-03,4368.0,4368.0,4255.0,4264.14990234375,4264.14990234375,563
2023-05-04,4230.25,4314.9501953125,4220.10009765625,4247.5,4247.5,665
2023-05-05,4311.2001953125,4311.2001953125,4200.0,4236.89990234375,4236.89990234375,1121
2023-05-08,4236.89990234375,4294.9501953125,4200.0,4210.9501953125,4210.9501953125,1445
2023-05-09,4274.0,4274.0,4200.10009765625,4221.75,4221.75,448
2023-05-10,4274.0,4274.0,4191.0,4216.35009765625,4216.35009765625,485
2023-05-11,4257.39990234375,4257.39990234375,4185.0,4199.25,4199.25,708
2023-05-12,4200.0,4200.0,4151.89990234375,4165.89990234375,4165.89990234375,425
2023-05-15,4240.0,4240.0,4152.0,4175.2998046875,4175.2998046875,502
2023-05-16,4195.0,4243.0,4171.0,4175.7998046875,4175.7998046875,592
2023-05-17,4238.89990234375,4240.0,4130.0498046875,4148.85009765625,4148.85009765625,457
2023-05-18,4199.9501953125,4232.35009765625,4116.0,4141.5498046875,4141.5498046875,687
2023-05-19,4141.5498046875,4175.0,4131.25,4169.5,4169.5,165
2023-05-22,4219.7998046875,4240.0,4100.0,4202.4501953125,4202.4501953125,2537
2023-05-23,4219.0,4240.0,4155.0,4181.7001953125,4181.7001953125,991
2023-05-24,4177.5498046875,4200.7001953125,4177.5498046875,4194.0,4194.0,157
